date,fund,price
2026-04-08,Zwitserleven PW Europees Beheer Fonds 3%,180.91
2026-04-08,Zwitserleven PW Europees Beheer Fonds 4%,182.79
2026-04-08,Zwitserleven PW Garandement,15.63
2026-04-08,Zwitserleven PW Garantie Plusfonds,17.76
2026-04-08,Zwitserleven PW Garantiefonds,13.08
2026-04-08,Zwitserleven PW Safetyfonds,108.65
2026-04-08,Zwitserleven PW Vastrentendfonds,19.2
2026-04-08,Zwitserleven PW Vastrentendfonds Nederland 3%,19.66
2026-04-08,Zwitserleven PW Vastrentendfonds Nederland 4%,19.66
2026-04-08,Zwitserleven PW Verzekerd Rendementfonds,14.65
2026-04-08,Zwitserleven PW Wereldbeheerfonds 3%,135.53
2026-04-08,Zwitserleven PW Wereldbeheerfonds 4%,136.75
2026-04-08,Zwitserleven RZL Amerika Aandelenfonds,88.24
2026-04-08,Zwitserleven RZL Azië Aandelenfonds,47.19
2026-04-08,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.87
2026-04-08,Zwitserleven RZL Euro Mixfonds,43.15
2026-04-08,Zwitserleven RZL Euro Obligatiefonds,26.22
2026-04-08,Zwitserleven RZL Europa Aandelenfonds,55.33
2026-04-08,Zwitserleven RZL Vastgoedfonds,44.57
2026-04-08,Zwitserleven RZL Wereld Aandelenfonds,59.7
2026-04-08,Zwitserleven RendementsGarantie 1%,23.18
2026-04-08,Zwitserleven RendementsGarantie 2%,26.33
2026-04-08,Zwitserleven Selectie Fonds,39.8
2026-04-08,Zwitserleven Ultra Long Duration Fonds,22.99
2026-04-08,Zwitserleven VP Credits Hypothekenmix,9.91
2026-04-08,Zwitserleven VP Obligatie,8.7
2026-04-08,Zwitserleven VP Selectie,10.1
2026-04-08,Zwitserleven VP Wereld Aandelen,13.14
2026-04-08,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.17
2026-04-08,Zwitserleven Vanguard Small Cap Fund,26.71
2026-04-08,Zwitserleven Vastgoedfonds,24.67
2026-04-08,Zwitserleven Wereld Aandelenfonds,84.31
2026-04-08,Zwitser­leven Geldmarkt­fonds,25.27
2026-04-08,Zwitser­leven PPI Geldmarkt­fonds,50.53
2026-04-08,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.69
2026-04-08,Zwitser­leven Vanguard US 500 Stock Index Fund,24.34
2026-04-09,ASN Duurzaam Aandelenfonds,197.74
2026-04-09,ASN Duurzaam Obligatiefonds,25.41
2026-04-09,ASN Milieu & Waterfonds,52.79
2026-04-09,Etappe Euro Aandelen­fonds,61.33
2026-04-09,Etappe Euro Obligatie­fonds,25.68
2026-04-09,Etappe Staatsobligaties 10+ Fonds,21.52
2026-04-09,Euro Aandelen­fonds,57.88
2026-04-09,Euro Mixfonds,38.06
2026-04-09,Euro Obligatiefonds,24.23
2026-04-09,Optimaal Euro Obligatiefonds,24.67
2026-04-09,Optimaal Staatsobligaties 10+ Fonds,21.69
2026-04-09,Optimaal Vastgoedfonds,34.33
2026-04-09,Optimaal Wereld Aandelenfonds,72.99
2026-04-09,Optimaalfonds Oranje,37.57
2026-04-09,PP Euro Aandelenfonds,64.51
2026-04-09,PP Euro Mixfonds,42.07
2026-04-09,PP Euro Obligatiefonds,25.55
2026-04-09,PP Optimaal Euro Mixfonds,40.18
2026-04-09,PP Wereld Aandelenfonds,76.94
2026-04-09,RZL Aandelenfonds Amerika,89.81
2026-04-09,RZL Aandelenfonds Duurzaam Wereld,27.76
2026-04-09,RZL Aandelenfonds Europa,57.56
2026-04-09,RZL Aandelenfonds Europa 2,64.51
2026-04-09,RZL Aandelenfonds Opkomende Landen,29.92
2026-04-09,RZL Aandelenfonds Pacific,48.82
2026-04-09,RZL Aandelenfonds Vastgoed,45.39
2026-04-09,RZL Aandelenfonds Wereld,61.63
2026-04-09,RZL Aandelenfonds Wereld 2,76.94
2026-04-09,RZL Diversificatiefonds,25.76
2026-04-09,RZL Mixfonds,44.23
2026-04-09,RZL Mixfonds 2,42.07
2026-04-09,RZL Obligatiefonds,26.47
2026-04-09,RZL Obligatiefonds 2,25.55
2026-04-09,RZL Obligatiefonds Duratie 10+,21.52
2026-04-09,RZL Obligatiefonds Duratie Heel Lang,26.29
2026-04-09,RZL Obligatiefonds Duratie Lang,25.22
2026-04-09,RZL Obligatiefonds Duratie Medium,25.21
2026-04-09,RZL Obligatiefonds Groen en Sociaal,25.1
2026-04-09,RZL Obligatiefonds Kortlopend,19.96
2026-04-09,RZL Optimaalfonds,37.57
2026-04-09,Wereld Beheer Mixfonds,37.99
2026-04-09,Zwitserleven Amerika Aandelenfonds,98.8
2026-04-09,Zwitserleven Credits Fonds,11.43
2026-04-09,Zwitserleven Credits Hypotheken Mixfonds,11.38
2026-04-09,Zwitserleven Duurzaam Wereld Aandelenfonds,37.32
2026-04-09,Zwitserleven Europees Aandelenfonds,38.0
2026-04-09,Zwitserleven Government Bonds 10+ Fonds,8.18
2026-04-09,Zwitserleven Index Aandelenfonds Europa,43.54
2026-04-09,Zwitserleven Index Aandelenfonds Noord-Amerika,48.89
2026-04-09,Zwitserleven Index Aandelenfonds Opkomende Landen,34.73
2026-04-09,Zwitserleven Index Aandelenfonds Pacific,38.7
2026-04-09,Zwitserleven Index Wereld Aandelenfonds,89.29
2026-04-09,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-09,Zwitserleven Lifestyle Garantie,169.2
2026-04-09,Zwitserleven Long Duration Fonds,26.63
2026-04-09,Zwitserleven MaatschappijGarantie (2%),41.71
2026-04-09,Zwitserleven MaatschappijGarantie (3%),46.53
2026-04-09,Zwitserleven MaatschappijGarantie plus,53.67
2026-04-09,Zwitserleven Medium Duration Fonds,28.03
2026-04-09,Zwitserleven Mixfonds,58.77
2026-04-09,Zwitserleven Obligatiefonds,17.43
2026-04-09,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.87
2026-04-09,Zwitserleven PPI Vanguard Small Cap Fund,54.82
2026-04-09,Zwitserleven PPI iShares Government Bond index Fund,49.26
2026-04-09,Zwitserleven PW Collectief Garantiefonds,19.97
2026-04-09,Zwitserleven PW Doorlopend Garantiefonds,13.31
2026-04-09,Zwitserleven PW Europees Beheer Fonds 3%,185.45
2026-04-09,Zwitserleven PW Europees Beheer Fonds 4%,187.38
2026-04-09,Zwitserleven PW Garandement,15.78
2026-04-09,Zwitserleven PW Garantie Plusfonds,18.06
2026-04-09,Zwitserleven PW Garantiefonds,13.27
2026-04-09,Zwitserleven PW Safetyfonds,110.84
2026-04-09,Zwitserleven PW Vastrentendfonds,19.38
2026-04-09,Zwitserleven PW Vastrentendfonds Nederland 3%,19.85
2026-04-09,Zwitserleven PW Vastrentendfonds Nederland 4%,19.85
2026-04-09,Zwitserleven PW Verzekerd Rendementfonds,14.93
2026-04-09,Zwitserleven PW Wereldbeheerfonds 3%,138.14
2026-04-09,Zwitserleven PW Wereldbeheerfonds 4%,139.38
2026-04-09,Zwitserleven RZL Amerika Aandelenfonds,89.81
2026-04-09,Zwitserleven RZL Azië Aandelenfonds,48.82
2026-04-09,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.96
2026-04-09,Zwitserleven RZL Euro Mixfonds,44.23
2026-04-09,Zwitserleven RZL Euro Obligatiefonds,26.47
2026-04-09,Zwitserleven RZL Europa Aandelenfonds,57.56
2026-04-09,Zwitserleven RZL Vastgoedfonds,45.39
2026-04-09,Zwitserleven RZL Wereld Aandelenfonds,61.63
2026-04-09,Zwitserleven RendementsGarantie 1%,23.18
2026-04-09,Zwitserleven RendementsGarantie 2%,26.33
2026-04-09,Zwitserleven Selectie Fonds,40.09
2026-04-09,Zwitserleven Ultra Long Duration Fonds,23.26
2026-04-09,Zwitserleven VP Credits Hypothekenmix,9.99
2026-04-09,Zwitserleven VP Obligatie,8.8
2026-04-09,Zwitserleven VP Selectie,10.22
2026-04-09,Zwitserleven VP Wereld Aandelen,13.46
2026-04-09,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.4
2026-04-09,Zwitserleven Vanguard Small Cap Fund,27.33
2026-04-09,Zwitserleven Vastgoedfonds,24.85
2026-04-09,Zwitserleven Wereld Aandelenfonds,86.34
2026-04-09,Zwitser­leven Geldmarkt­fonds,25.27
2026-04-09,Zwitser­leven PPI Geldmarkt­fonds,50.53
2026-04-09,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,49.89
2026-04-09,Zwitser­leven Vanguard US 500 Stock Index Fund,24.93
2026-04-10,ASN Duurzaam Aandelenfonds,197.18
2026-04-10,ASN Duurzaam Obligatiefonds,25.32
2026-04-10,ASN Milieu & Waterfonds,52.78
2026-04-10,Etappe Euro Aandelen­fonds,61.36
2026-04-10,Etappe Euro Obligatie­fonds,25.59
2026-04-10,Etappe Staatsobligaties 10+ Fonds,20.84
2026-04-10,Euro Aandelen­fonds,57.88
2026-04-10,Euro Mixfonds,38.06
2026-04-10,Euro Obligatiefonds,24.23
2026-04-10,Optimaal Euro Obligatiefonds,24.58
2026-04-10,Optimaal Staatsobligaties 10+ Fonds,20.89
2026-04-10,Optimaal Vastgoedfonds,34.34
2026-04-10,Optimaal Wereld Aandelenfonds,72.99
2026-04-10,Optimaalfonds Oranje,37.51
2026-04-10,PP Euro Aandelenfonds,64.54
2026-04-10,PP Euro Mixfonds,42.01
2026-04-10,PP Euro Obligatiefonds,25.46
2026-04-10,PP Optimaal Euro Mixfonds,40.18
2026-04-10,PP Wereld Aandelenfonds,76.94
2026-04-10,RZL Aandelenfonds Amerika,90.36
2026-04-10,RZL Aandelenfonds Duurzaam Wereld,27.79
2026-04-10,RZL Aandelenfonds Europa,57.59
2026-04-10,RZL Aandelenfonds Europa 2,64.54
2026-04-10,RZL Aandelenfonds Opkomende Landen,29.83
2026-04-10,RZL Aandelenfonds Pacific,48.45
2026-04-10,RZL Aandelenfonds Vastgoed,45.41
2026-04-10,RZL Aandelenfonds Wereld,61.64
2026-04-10,RZL Aandelenfonds Wereld 2,76.94
2026-04-10,RZL Diversificatiefonds,25.74
2026-04-10,RZL Mixfonds,44.17
2026-04-10,RZL Mixfonds 2,42.01
2026-04-10,RZL Obligatiefonds,26.38
2026-04-10,RZL Obligatiefonds 2,25.46
2026-04-10,RZL Obligatiefonds Duratie 10+,20.84
2026-04-10,RZL Obligatiefonds Duratie Heel Lang,25.61
2026-04-10,RZL Obligatiefonds Duratie Lang,25.19
2026-04-10,RZL Obligatiefonds Duratie Medium,25.21
2026-04-10,RZL Obligatiefonds Groen en Sociaal,25.05
2026-04-10,RZL Obligatiefonds Kortlopend,19.94
2026-04-10,RZL Optimaalfonds,37.51
2026-04-10,Wereld Beheer Mixfonds,37.99
2026-04-10,Zwitserleven Amerika Aandelenfonds,99.6
2026-04-10,Zwitserleven Credits Fonds,11.41
2026-04-10,Zwitserleven Credits Hypotheken Mixfonds,11.35
2026-04-10,Zwitserleven Duurzaam Wereld Aandelenfonds,37.5
2026-04-10,Zwitserleven Europees Aandelenfonds,37.93
2026-04-10,Zwitserleven Government Bonds 10+ Fonds,8.09
2026-04-10,Zwitserleven Index Aandelenfonds Europa,43.52
2026-04-10,Zwitserleven Index Aandelenfonds Noord-Amerika,49.18
2026-04-10,Zwitserleven Index Aandelenfonds Opkomende Landen,34.54
2026-04-10,Zwitserleven Index Aandelenfonds Pacific,38.57
2026-04-10,Zwitserleven Index Wereld Aandelenfonds,89.28
2026-04-10,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-10,Zwitserleven Lifestyle Garantie,169.21
2026-04-10,Zwitserleven Long Duration Fonds,26.23
2026-04-10,Zwitserleven MaatschappijGarantie (2%),41.71
2026-04-10,Zwitserleven MaatschappijGarantie (3%),46.53
2026-04-10,Zwitserleven MaatschappijGarantie plus,53.68
2026-04-10,Zwitserleven Medium Duration Fonds,27.9
2026-04-10,Zwitserleven Mixfonds,58.68
2026-04-10,Zwitserleven Obligatiefonds,17.36
2026-04-10,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.61
2026-04-10,Zwitserleven PPI Vanguard Small Cap Fund,54.91
2026-04-10,Zwitserleven PPI iShares Government Bond index Fund,49.93
2026-04-10,Zwitserleven PW Collectief Garantiefonds,19.92
2026-04-10,Zwitserleven PW Doorlopend Garantiefonds,13.27
2026-04-10,Zwitserleven PW Europees Beheer Fonds 3%,185.19
2026-04-10,Zwitserleven PW Europees Beheer Fonds 4%,187.11
2026-04-10,Zwitserleven PW Garandement,15.72
2026-04-10,Zwitserleven PW Garantie Plusfonds,18.02
2026-04-10,Zwitserleven PW Garantiefonds,13.26
2026-04-10,Zwitserleven PW Safetyfonds,110.61
2026-04-10,Zwitserleven PW Vastrentendfonds,19.32
2026-04-10,Zwitserleven PW Vastrentendfonds Nederland 3%,19.79
2026-04-10,Zwitserleven PW Vastrentendfonds Nederland 4%,19.79
2026-04-10,Zwitserleven PW Verzekerd Rendementfonds,14.91
2026-04-10,Zwitserleven PW Wereldbeheerfonds 3%,137.89
2026-04-10,Zwitserleven PW Wereldbeheerfonds 4%,139.13
2026-04-10,Zwitserleven RZL Amerika Aandelenfonds,90.36
2026-04-10,Zwitserleven RZL Azië Aandelenfonds,48.45
2026-04-10,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.94
2026-04-10,Zwitserleven RZL Euro Mixfonds,44.17
2026-04-10,Zwitserleven RZL Euro Obligatiefonds,26.38
2026-04-10,Zwitserleven RZL Europa Aandelenfonds,57.59
2026-04-10,Zwitserleven RZL Vastgoedfonds,45.41
2026-04-10,Zwitserleven RZL Wereld Aandelenfonds,61.64
2026-04-10,Zwitserleven RendementsGarantie 1%,23.18
2026-04-10,Zwitserleven RendementsGarantie 2%,26.33
2026-04-10,Zwitserleven Selectie Fonds,40.22
2026-04-10,Zwitserleven Ultra Long Duration Fonds,22.66
2026-04-10,Zwitserleven VP Credits Hypothekenmix,9.96
2026-04-10,Zwitserleven VP Obligatie,8.76
2026-04-10,Zwitserleven VP Selectie,10.24
2026-04-10,Zwitserleven VP Wereld Aandelen,13.5
2026-04-10,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.28
2026-04-10,Zwitserleven Vanguard Small Cap Fund,27.38
2026-04-10,Zwitserleven Vastgoedfonds,24.94
2026-04-10,Zwitserleven Wereld Aandelenfonds,86.6
2026-04-10,Zwitser­leven Geldmarkt­fonds,25.27
2026-04-10,Zwitser­leven PPI Geldmarkt­fonds,50.54
2026-04-10,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.19
2026-04-10,Zwitser­leven Vanguard US 500 Stock Index Fund,25.08
2026-04-13,ASN Duurzaam Aandelenfonds,196.77
2026-04-13,ASN Duurzaam Obligatiefonds,25.31
2026-04-13,ASN Milieu & Waterfonds,52.77
2026-04-13,Etappe Euro Aandelen­fonds,61.67
2026-04-13,Etappe Euro Obligatie­fonds,25.57
2026-04-13,Etappe Staatsobligaties 10+ Fonds,20.78
2026-04-13,Euro Aandelen­fonds,57.88
2026-04-13,Euro Mixfonds,38.06
2026-04-13,Euro Obligatiefonds,24.23
2026-04-13,Optimaal Euro Obligatiefonds,24.56
2026-04-13,Optimaal Staatsobligaties 10+ Fonds,20.83
2026-04-13,Optimaal Vastgoedfonds,34.32
2026-04-13,Optimaal Wereld Aandelenfonds,73.11
2026-04-13,Optimaalfonds Oranje,37.52
2026-04-13,PP Euro Aandelenfonds,64.87
2026-04-13,PP Euro Mixfonds,42.1
2026-04-13,PP Euro Obligatiefonds,25.45
2026-04-13,PP Optimaal Euro Mixfonds,40.18
2026-04-13,PP Wereld Aandelenfonds,77.06
2026-04-13,RZL Aandelenfonds Amerika,89.9
2026-04-13,RZL Aandelenfonds Duurzaam Wereld,27.77
2026-04-13,RZL Aandelenfonds Europa,57.88
2026-04-13,RZL Aandelenfonds Europa 2,64.87
2026-04-13,RZL Aandelenfonds Opkomende Landen,30.1
2026-04-13,RZL Aandelenfonds Pacific,48.39
2026-04-13,RZL Aandelenfonds Vastgoed,45.39
2026-04-13,RZL Aandelenfonds Wereld,61.74
2026-04-13,RZL Aandelenfonds Wereld 2,77.06
2026-04-13,RZL Diversificatiefonds,25.75
2026-04-13,RZL Mixfonds,44.27
2026-04-13,RZL Mixfonds 2,42.1
2026-04-13,RZL Obligatiefonds,26.36
2026-04-13,RZL Obligatiefonds 2,25.45
2026-04-13,RZL Obligatiefonds Duratie 10+,20.78
2026-04-13,RZL Obligatiefonds Duratie Heel Lang,25.27
2026-04-13,RZL Obligatiefonds Duratie Lang,24.99
2026-04-13,RZL Obligatiefonds Duratie Medium,25.17
2026-04-13,RZL Obligatiefonds Groen en Sociaal,25.04
2026-04-13,RZL Obligatiefonds Kortlopend,19.93
2026-04-13,RZL Optimaalfonds,37.52
2026-04-13,Wereld Beheer Mixfonds,37.99
2026-04-13,Zwitserleven Amerika Aandelenfonds,99.1
2026-04-13,Zwitserleven Credits Fonds,11.4
2026-04-13,Zwitserleven Credits Hypotheken Mixfonds,11.35
2026-04-13,Zwitserleven Duurzaam Wereld Aandelenfonds,37.49
2026-04-13,Zwitserleven Europees Aandelenfonds,38.22
2026-04-13,Zwitserleven Government Bonds 10+ Fonds,8.07
2026-04-13,Zwitserleven Index Aandelenfonds Europa,43.65
2026-04-13,Zwitserleven Index Aandelenfonds Noord-Amerika,48.96
2026-04-13,Zwitserleven Index Aandelenfonds Opkomende Landen,34.85
2026-04-13,Zwitserleven Index Aandelenfonds Pacific,38.29
2026-04-13,Zwitserleven Index Wereld Aandelenfonds,89.35
2026-04-13,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-04-13,Zwitserleven Lifestyle Garantie,169.22
2026-04-13,Zwitserleven Long Duration Fonds,26.02
2026-04-13,Zwitserleven MaatschappijGarantie (2%),41.71
2026-04-13,Zwitserleven MaatschappijGarantie (3%),46.53
2026-04-13,Zwitserleven MaatschappijGarantie plus,53.68
2026-04-13,Zwitserleven Medium Duration Fonds,27.85
2026-04-13,Zwitserleven Mixfonds,58.82
2026-04-13,Zwitserleven Obligatiefonds,17.36
2026-04-13,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.55
2026-04-13,Zwitserleven PPI Vanguard Small Cap Fund,54.71
2026-04-13,Zwitserleven PPI iShares Government Bond index Fund,49.63
2026-04-13,Zwitserleven PW Collectief Garantiefonds,19.93
2026-04-13,Zwitserleven PW Doorlopend Garantiefonds,13.26
2026-04-13,Zwitserleven PW Europees Beheer Fonds 3%,185.6
2026-04-13,Zwitserleven PW Europees Beheer Fonds 4%,187.53
2026-04-13,Zwitserleven PW Garandement,15.71
2026-04-13,Zwitserleven PW Garantie Plusfonds,18.03
2026-04-13,Zwitserleven PW Garantiefonds,13.27
2026-04-13,Zwitserleven PW Safetyfonds,110.75
2026-04-13,Zwitserleven PW Vastrentendfonds,19.3
2026-04-13,Zwitserleven PW Vastrentendfonds Nederland 3%,19.77
2026-04-13,Zwitserleven PW Vastrentendfonds Nederland 4%,19.77
2026-04-13,Zwitserleven PW Verzekerd Rendementfonds,14.93
2026-04-13,Zwitserleven PW Wereldbeheerfonds 3%,137.91
2026-04-13,Zwitserleven PW Wereldbeheerfonds 4%,139.15
2026-04-13,Zwitserleven RZL Amerika Aandelenfonds,89.9
2026-04-13,Zwitserleven RZL Azië Aandelenfonds,48.39
2026-04-13,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.93
2026-04-13,Zwitserleven RZL Euro Mixfonds,44.27
2026-04-13,Zwitserleven RZL Euro Obligatiefonds,26.36
2026-04-13,Zwitserleven RZL Europa Aandelenfonds,57.88
2026-04-13,Zwitserleven RZL Vastgoedfonds,45.39
2026-04-13,Zwitserleven RZL Wereld Aandelenfonds,61.74
2026-04-13,Zwitserleven RendementsGarantie 1%,23.19
2026-04-13,Zwitserleven RendementsGarantie 2%,26.33
2026-04-13,Zwitserleven Selectie Fonds,40.2
2026-04-13,Zwitserleven Ultra Long Duration Fonds,22.36
2026-04-13,Zwitserleven VP Credits Hypothekenmix,9.96
2026-04-13,Zwitserleven VP Obligatie,8.74
2026-04-13,Zwitserleven VP Selectie,10.25
2026-04-13,Zwitserleven VP Wereld Aandelen,13.48
2026-04-13,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.24
2026-04-13,Zwitserleven Vanguard Small Cap Fund,27.28
2026-04-13,Zwitserleven Vastgoedfonds,24.86
2026-04-13,Zwitserleven Wereld Aandelenfonds,86.47
2026-04-13,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-13,Zwitser­leven PPI Geldmarkt­fonds,50.54
2026-04-13,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.13
2026-04-13,Zwitser­leven Vanguard US 500 Stock Index Fund,25.06
2026-04-14,ASN Duurzaam Aandelenfonds,197.51
2026-04-14,ASN Duurzaam Obligatiefonds,25.24
2026-04-14,ASN Milieu & Waterfonds,53.19
2026-04-14,Etappe Euro Aandelen­fonds,61.44
2026-04-14,Etappe Euro Obligatie­fonds,25.51
2026-04-14,Etappe Staatsobligaties 10+ Fonds,20.69
2026-04-14,Euro Aandelen­fonds,57.88
2026-04-14,Euro Mixfonds,38.06
2026-04-14,Euro Obligatiefonds,24.23
2026-04-14,Optimaal Euro Obligatiefonds,24.51
2026-04-14,Optimaal Staatsobligaties 10+ Fonds,20.74
2026-04-14,Optimaal Vastgoedfonds,34.32
2026-04-14,Optimaal Wereld Aandelenfonds,73.13
2026-04-14,Optimaalfonds Oranje,37.48
2026-04-14,PP Euro Aandelenfonds,64.62
2026-04-14,PP Euro Mixfonds,41.98
2026-04-14,PP Euro Obligatiefonds,25.39
2026-04-14,PP Optimaal Euro Mixfonds,40.18
2026-04-14,PP Wereld Aandelenfonds,77.09
2026-04-14,RZL Aandelenfonds Amerika,90.82
2026-04-14,RZL Aandelenfonds Duurzaam Wereld,28.04
2026-04-14,RZL Aandelenfonds Europa,57.66
2026-04-14,RZL Aandelenfonds Europa 2,64.62
2026-04-14,RZL Aandelenfonds Opkomende Landen,29.93
2026-04-14,RZL Aandelenfonds Pacific,48.06
2026-04-14,RZL Aandelenfonds Vastgoed,45.38
2026-04-14,RZL Aandelenfonds Wereld,61.76
2026-04-14,RZL Aandelenfonds Wereld 2,77.09
2026-04-14,RZL Diversificatiefonds,25.76
2026-04-14,RZL Mixfonds,44.14
2026-04-14,RZL Mixfonds 2,41.98
2026-04-14,RZL Obligatiefonds,26.3
2026-04-14,RZL Obligatiefonds 2,25.39
2026-04-14,RZL Obligatiefonds Duratie 10+,20.69
2026-04-14,RZL Obligatiefonds Duratie Heel Lang,25.15
2026-04-14,RZL Obligatiefonds Duratie Lang,24.82
2026-04-14,RZL Obligatiefonds Duratie Medium,25.09
2026-04-14,RZL Obligatiefonds Groen en Sociaal,25.0
2026-04-14,RZL Obligatiefonds Kortlopend,19.92
2026-04-14,RZL Optimaalfonds,37.48
2026-04-14,Wereld Beheer Mixfonds,37.99
2026-04-14,Zwitserleven Amerika Aandelenfonds,100.11
2026-04-14,Zwitserleven Credits Fonds,11.38
2026-04-14,Zwitserleven Credits Hypotheken Mixfonds,11.33
2026-04-14,Zwitserleven Duurzaam Wereld Aandelenfonds,37.85
2026-04-14,Zwitserleven Europees Aandelenfonds,38.07
2026-04-14,Zwitserleven Government Bonds 10+ Fonds,8.04
2026-04-14,Zwitserleven Index Aandelenfonds Europa,43.55
2026-04-14,Zwitserleven Index Aandelenfonds Noord-Amerika,49.55
2026-04-14,Zwitserleven Index Aandelenfonds Opkomende Landen,34.65
2026-04-14,Zwitserleven Index Aandelenfonds Pacific,38.46
2026-04-14,Zwitserleven Index Wereld Aandelenfonds,89.49
2026-04-14,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-04-14,Zwitserleven Lifestyle Garantie,169.27
2026-04-14,Zwitserleven Long Duration Fonds,25.84
2026-04-14,Zwitserleven MaatschappijGarantie (2%),41.72
2026-04-14,Zwitserleven MaatschappijGarantie (3%),46.54
2026-04-14,Zwitserleven MaatschappijGarantie plus,53.7
2026-04-14,Zwitserleven Medium Duration Fonds,27.76
2026-04-14,Zwitserleven Mixfonds,58.64
2026-04-14,Zwitserleven Obligatiefonds,17.32
2026-04-14,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.44
2026-04-14,Zwitserleven PPI Vanguard Small Cap Fund,55.22
2026-04-14,Zwitserleven PPI iShares Government Bond index Fund,49.58
2026-04-14,Zwitserleven PW Collectief Garantiefonds,19.88
2026-04-14,Zwitserleven PW Doorlopend Garantiefonds,13.23
2026-04-14,Zwitserleven PW Europees Beheer Fonds 3%,185.03
2026-04-14,Zwitserleven PW Europees Beheer Fonds 4%,186.95
2026-04-14,Zwitserleven PW Garandement,15.68
2026-04-14,Zwitserleven PW Garantie Plusfonds,17.98
2026-04-14,Zwitserleven PW Garantiefonds,13.24
2026-04-14,Zwitserleven PW Safetyfonds,110.44
2026-04-14,Zwitserleven PW Vastrentendfonds,19.26
2026-04-14,Zwitserleven PW Vastrentendfonds Nederland 3%,19.73
2026-04-14,Zwitserleven PW Vastrentendfonds Nederland 4%,19.73
2026-04-14,Zwitserleven PW Verzekerd Rendementfonds,14.89
2026-04-14,Zwitserleven PW Wereldbeheerfonds 3%,137.76
2026-04-14,Zwitserleven PW Wereldbeheerfonds 4%,139.0
2026-04-14,Zwitserleven RZL Amerika Aandelenfonds,90.82
2026-04-14,Zwitserleven RZL Azië Aandelenfonds,48.06
2026-04-14,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.92
2026-04-14,Zwitserleven RZL Euro Mixfonds,44.14
2026-04-14,Zwitserleven RZL Euro Obligatiefonds,26.3
2026-04-14,Zwitserleven RZL Europa Aandelenfonds,57.66
2026-04-14,Zwitserleven RZL Vastgoedfonds,45.38
2026-04-14,Zwitserleven RZL Wereld Aandelenfonds,61.76
2026-04-14,Zwitserleven RendementsGarantie 1%,23.19
2026-04-14,Zwitserleven RendementsGarantie 2%,26.34
2026-04-14,Zwitserleven Selectie Fonds,40.3
2026-04-14,Zwitserleven Ultra Long Duration Fonds,22.26
2026-04-14,Zwitserleven VP Credits Hypothekenmix,9.95
2026-04-14,Zwitserleven VP Obligatie,8.71
2026-04-14,Zwitserleven VP Selectie,10.25
2026-04-14,Zwitserleven VP Wereld Aandelen,13.58
2026-04-14,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.19
2026-04-14,Zwitserleven Vanguard Small Cap Fund,27.53
2026-04-14,Zwitserleven Vastgoedfonds,24.98
2026-04-14,Zwitserleven Wereld Aandelenfonds,87.08
2026-04-14,Zwitser­leven Geldmarkt­fonds,25.28
2026-04-14,Zwitser­leven PPI Geldmarkt­fonds,50.55
2026-04-14,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,50.63
2026-04-14,Zwitser­leven Vanguard US 500 Stock Index Fund,25.31
2026-04-15,ASN Duurzaam Aandelenfonds,198.68
2026-04-15,ASN Duurzaam Obligatiefonds,25.31
2026-04-15,ASN Milieu & Waterfonds,53.36
2026-04-15,Etappe Euro Aandelen­fonds,61.98
2026-04-15,Etappe Euro Obligatie­fonds,25.61
2026-04-15,Etappe Staatsobligaties 10+ Fonds,20.81
2026-04-15,Euro Aandelen­fonds,57.88
2026-04-15,Euro Mixfonds,38.06
2026-04-15,Euro Obligatiefonds,24.23
2026-04-15,Optimaal Euro Obligatiefonds,24.61
2026-04-15,Optimaal Staatsobligaties 10+ Fonds,20.86
2026-04-15,Optimaal Vastgoedfonds,34.59
2026-04-15,Optimaal Wereld Aandelenfonds,73.61
2026-04-15,Optimaalfonds Oranje,37.66
2026-04-15,PP Euro Aandelenfonds,65.19
2026-04-15,PP Euro Mixfonds,42.23
2026-04-15,PP Euro Obligatiefonds,25.47
2026-04-15,PP Optimaal Euro Mixfonds,40.18
2026-04-15,PP Wereld Aandelenfonds,77.59
